rank,title,channel,view_count,like_count,comment_count,published_at,video_url,thumbnail,created_at,video_id
46,중세 자영업자의 삶,괴물쥐 유튜브,306440,2086,315,2026-01-05T13:30:29Z,https://www.youtube.com/watch?v=So1IvzfjgQ0,https://i.ytimg.com/vi/So1IvzfjgQ0/hqdefault.jpg,2026-01-07 09:47:33,So1IvzfjgQ0
47,Wonderful Night,N.Flying - Topic,48107,396,19,2025-12-31T15:02:08Z,https://www.youtube.com/watch?v=sqd1tVEnL9g,https://i.ytimg.com/vi/sqd1tVEnL9g/maxresdefault.jpg,2026-01-07 09:47:33,sqd1tVEnL9g
48,"클상도 vs 넛저밧, 드디어 이 날이 왔습니다 | 클상도 긴급합숙훈련 EP.3",클리드,161044,1323,364,2026-01-05T07:27:28Z,https://www.youtube.com/watch?v=v0z-U6WfoNE,https://i.ytimg.com/vi/v0z-U6WfoNE/maxresdefault.jpg,2026-01-07 09:47:33,v0z-U6WfoNE
49,SAY MY NAME,SAY MY NAME - Topic,65907,1272,117,2025-12-29T09:02:57Z,https://www.youtube.com/watch?v=CoRjGBNPCgA,https://i.ytimg.com/vi/CoRjGBNPCgA/maxresdefault.jpg,2026-01-07 09:47:33,CoRjGBNPCgA
50,현질하다 거래 거절 당한 초흑우 펭귄ㅋㅋㅋㅋ,수피,62827,714,63,2026-01-06T12:18:56Z,https://www.youtube.com/watch?v=bkWxVI8lH6o,https://i.ytimg.com/vi/bkWxVI8lH6o/maxresdefault.jpg,2026-01-07 09:47:33,bkWxVI8lH6o
1,Not Like a Movie,H1-KEY - Topic,125290,1725,47,2026-01-05T09:03:22Z,https://www.youtube.com/watch?v=_UiZ-Uuw1ro,https://i.ytimg.com/vi/_UiZ-Uuw1ro/maxresdefault.jpg,2026-01-07 10:51:39,_UiZ-Uuw1ro
2,[어벤져스: 둠스데이] '엑스맨' 예고편 최초 공개,MarvelKorea,272904,5386,873,2026-01-06T14:33:00Z,https://www.youtube.com/watch?v=acUIyAfieHE,https://i.ytimg.com/vi/acUIyAfieHE/maxresdefault.jpg,2026-01-07 10:51:39,acUIyAfieHE
3,[데마시아를 위하여] 2026 시즌 오프닝 인터뷰 | MID편,LCK,429674,0,894,2026-01-06T08:15:41Z,https://www.youtube.com/watch?v=AoU1zNfv9HU,https://i.ytimg.com/vi/AoU1zNfv9HU/maxresdefault.jpg,2026-01-07 10:51:39,AoU1zNfv9HU
4,Love Me More,Apink - Topic,187486,3695,115,2026-01-05T09:01:39Z,https://www.youtube.com/watch?v=BnqvaC65vvM,https://i.ytimg.com/vi/BnqvaC65vvM/maxresdefault.jpg,2026-01-07 10:51:39,BnqvaC65vvM
5,이야.. 진짜 미쳤다 미쳤어.. ≪어벤져스: 둠스데이≫ 3차 엑스맨 티저 예고편 떡밥 총정리,무비띵크_Movie Think,179908,3430,510,2026-01-06T15:23:19Z,https://www.youtube.com/watch?v=v_LcASFYFiE,https://i.ytimg.com/vi/v_LcASFYFiE/maxresdefault.jpg,2026-01-07 10:51:39,v_LcASFYFiE
6,[LIVE] 아이온2 신년 라이브 방송,AION2,195975,3189,367,2026-01-06T13:18:17Z,https://www.youtube.com/watch?v=5jFZSI6dABo,https://i.ytimg.com/vi/5jFZSI6dABo/maxresdefault.jpg,2026-01-07 10:51:39,5jFZSI6dABo
7,Punk Rocky,A$AP Rocky - Topic,426835,16440,681,2026-01-05T20:00:43Z,https://www.youtube.com/watch?v=hVWyWH-caAE,https://i.ytimg.com/vi/hVWyWH-caAE/maxresdefault.jpg,2026-01-07 10:51:39,hVWyWH-caAE
8,[군체] 30초 예고편,쇼박스 SHOWBOX,179710,1542,438,2026-01-05T22:30:05Z,https://www.youtube.com/watch?v=MWveUG9bZig,https://i.ytimg.com/vi/MWveUG9bZig/maxresdefault.jpg,2026-01-07 10:51:39,MWveUG9bZig
9,대상현,승상싱,491174,10362,854,2026-01-05T19:01:20Z,https://www.youtube.com/watch?v=gfP62pnjig0,https://i.ytimg.com/vi/gfP62pnjig0/maxresdefault.jpg,2026-01-07 10:51:39,gfP62pnjig0
10,Kotonoha,tuki. - Topic,56016,1498,31,2026-01-05T10:01:43Z,https://www.youtube.com/watch?v=yvWGrak_vvU,https://i.ytimg.com/vi/yvWGrak_vvU/maxresdefault.jpg,2026-01-07 10:51:39,yvWGrak_vvU
11,이 사랑 통역 되나요? | 공식 예고편 | 넷플릭스,Netflix Korea 넷플릭스 코리아,397507,7781,779,2026-01-05T00:00:00Z,https://www.youtube.com/watch?v=IIHQ1Z2yu80,https://i.ytimg.com/vi/IIHQ1Z2yu80/maxresdefault.jpg,2026-01-07 10:51:39,IIHQ1Z2yu80
12,그림자 군주님을 뵙습니다,잡상싱,222747,1837,66,2026-01-06T11:01:37Z,https://www.youtube.com/watch?v=p6sR9rPAcho,https://i.ytimg.com/vi/p6sR9rPAcho/maxresdefault.jpg,2026-01-07 10:51:39,p6sR9rPAcho
13,When it turns white,entoy - Topic,110288,1843,37,2025-12-18T09:02:49Z,https://www.youtube.com/watch?v=Nhs9NKQ0-8E,https://i.ytimg.com/vi/Nhs9NKQ0-8E/maxresdefault.jpg,2026-01-07 10:51:39,Nhs9NKQ0-8E
14,"와.. 연상호 《군체》 첫 예고편 떴다..🔥 ""부산행""을 잇는 한국 좀비영화 & 존재감 미친 빌런 ""구교환""까지ㄷㄷ (+2026 한국좀비 작품 총정리)",매드무비 : MadMovie,89724,771,184,2026-01-06T08:15:18Z,https://www.youtube.com/watch?v=oPmy99lZr6c,https://i.ytimg.com/vi/oPmy99lZr6c/maxresdefault.jpg,2026-01-07 10:51:39,oPmy99lZr6c
15,"위기의 넛저밧, 구원투수 사부님 출격!【넛저밧 합숙 EP.05】",저라뎃 JUSTLIKETHAT,189747,1231,209,2026-01-06T03:01:10Z,https://www.youtube.com/watch?v=tSIKGJRl1Gk,https://i.ytimg.com/vi/tSIKGJRl1Gk/maxresdefault.jpg,2026-01-07 10:51:39,tSIKGJRl1Gk
16,Every Moment Of You (Piano Ver.),Sung Si-kyung - Topic,53489,151,5,2025-12-31T15:03:36Z,https://www.youtube.com/watch?v=Ps2UeoRG-U8,https://i.ytimg.com/vi/Ps2UeoRG-U8/maxresdefault.jpg,2026-01-07 10:51:39,Ps2UeoRG-U8
17,"[15회 예고] “대위, 김도기” 이제훈을 찾아온 의문의 군인🫡 그리고 버려진 모범택시를 발견한 표예진?! | 모범택시3 | SBS",SBS ,46237,454,71,2026-01-03T14:15:06Z,https://www.youtube.com/watch?v=uAt34ypXTvw,https://i.ytimg.com/vi/uAt34ypXTvw/maxresdefault.jpg,2026-01-07 10:51:39,uAt34ypXTvw
18,무지성 올인 거인,PAKA,192159,1604,198,2026-01-06T08:30:15Z,https://www.youtube.com/watch?v=urDIai6diM0,https://i.ytimg.com/vi/urDIai6diM0/maxresdefault.jpg,2026-01-07 10:51:39,urDIai6diM0
19,Dream (Veiled Musician X Paul Kim with Gamil-dong Cotton Candy) (Dream (베일드뮤지션 X...,Paul Kim - Topic,15044,370,5,2026-01-06T09:03:04Z,https://www.youtube.com/watch?v=UwUNEgb-0xU,https://i.ytimg.com/vi/UwUNEgb-0xU/maxresdefault.jpg,2026-01-07 10:51:39,UwUNEgb-0xU
20,게임 시작 20분이 넘었는데 인구수가 4… 오버로드만 미친 듯이 잡으면 벌어지는 일ㅋㅋ,[ALTUBE] 김성현TV,108252,1201,173,2026-01-06T09:30:40Z,https://www.youtube.com/watch?v=oUBziTCoMj8,https://i.ytimg.com/vi/oUBziTCoMj8/maxresdefault.jpg,2026-01-07 10:51:39,oUBziTCoMj8
21,I Believe Change Street Version,TAEHYUN - Topic,56779,834,0,2026-01-03T03:04:03Z,https://www.youtube.com/watch?v=FDjb834LcWw,https://i.ytimg.com/vi/FDjb834LcWw/maxresdefault.jpg,2026-01-07 10:51:39,FDjb834LcWw
22,NEW 승객과 함께하는 기차 마피아 *소름주의*,잠뜰 TV,163329,10007,839,2026-01-06T07:56:00Z,https://www.youtube.com/watch?v=6uqJdMfsQ0g,https://i.ytimg.com/vi/6uqJdMfsQ0g/maxresdefault.jpg,2026-01-07 10:51:39,6uqJdMfsQ0g
23,I Love You,AKMU - Topic,74218,168,10,2025-12-31T15:02:04Z,https://www.youtube.com/watch?v=s4PO3Wgftu8,https://i.ytimg.com/vi/s4PO3Wgftu8/maxresdefault.jpg,2026-01-07 10:51:39,s4PO3Wgftu8
24,사람 살리러 왔습니다,랄로,494908,4198,857,2026-01-05T09:12:05Z,https://www.youtube.com/watch?v=w637lPH_b8M,https://i.ytimg.com/vi/w637lPH_b8M/maxresdefault.jpg,2026-01-07 10:51:39,w637lPH_b8M
25,Kim Cheolsu Story,Heo Hoy Kyung - Topic,48300,263,4,2025-12-20T02:04:42Z,https://www.youtube.com/watch?v=-obnQICeRCw,https://i.ytimg.com/vi/-obnQICeRCw/maxresdefault.jpg,2026-01-07 10:51:39,-obnQICeRCw
26,여자 보는 눈은 블튜브,강 지,233365,7907,836,2026-01-06T07:00:49Z,https://www.youtube.com/watch?v=nEmJONUZBaY,https://i.ytimg.com/vi/nEmJONUZBaY/maxresdefault.jpg,2026-01-07 10:51:39,nEmJONUZBaY
27,임재범(Yim jaebeum) - Life is a Drama_MV,임재범 공식채널 Yimjaebeum Official,23059,1455,208,2026-01-06T09:00:53Z,https://www.youtube.com/watch?v=YDr_9JI6zQ4,https://i.ytimg.com/vi/YDr_9JI6zQ4/maxresdefault.jpg,2026-01-07 10:51:39,YDr_9JI6zQ4
28,프리즘 티켓 요들은 신이다 ㅋㅋㅋㅋㅋ,전쓰트의 게임 채널 Junsst,102510,543,52,2026-01-06T12:15:03Z,https://www.youtube.com/watch?v=HWoFjlt1VkA,https://i.ytimg.com/vi/HWoFjlt1VkA/maxresdefault.jpg,2026-01-07 10:51:39,HWoFjlt1VkA
29,"[최신가요연속듣기 2026] KPOP 노동요 💚 2026년 1월 5일 2주차, 멜론차트 X, 노래모음 플레이리스트 멜론 종합차트",Yeo Doll,27093,263,13,2026-01-04T23:00:22Z,https://www.youtube.com/watch?v=K55yGagNeas,https://i.ytimg.com/vi/K55yGagNeas/maxresdefault.jpg,2026-01-07 10:51:39,K55yGagNeas
30,여섯 개의 별을 새기며｜2025 Worlds Behind,T1,721804,19127,2166,2026-01-04T14:00:07Z,https://www.youtube.com/watch?v=or7Xc8tZg-g,https://i.ytimg.com/vi/or7Xc8tZg-g/maxresdefault.jpg,2026-01-07 10:51:39,or7Xc8tZg-g
31,Pretty Boy Swag,idntt - Topic,12882,111,6,2026-01-05T09:00:18Z,https://www.youtube.com/watch?v=7CzOdhSMs4U,https://i.ytimg.com/vi/7CzOdhSMs4U/maxresdefault.jpg,2026-01-07 10:51:39,7CzOdhSMs4U
32,DG98 : 당신은 저격러가 맞습니다,배그 박프로,139875,2146,1186,2026-01-05T23:00:35Z,https://www.youtube.com/watch?v=Lm4mVkcfHFQ,https://i.ytimg.com/vi/Lm4mVkcfHFQ/maxresdefault.jpg,2026-01-07 10:51:39,Lm4mVkcfHFQ
33,Universe (나의 우주),Kwon Jin-ah - Topic,53409,832,14,2026-01-04T09:01:43Z,https://www.youtube.com/watch?v=NWQB_yFwn7k,https://i.ytimg.com/vi/NWQB_yFwn7k/maxresdefault.jpg,2026-01-07 10:51:39,NWQB_yFwn7k
34,이제 망설이지마세요. '이쉬탈 전용 증강' 사용법,팔차선 [8LJAYWALKING],117258,714,87,2026-01-06T09:01:28Z,https://www.youtube.com/watch?v=ww9l8zYs1Cg,https://i.ytimg.com/vi/ww9l8zYs1Cg/maxresdefault.jpg,2026-01-07 10:51:39,ww9l8zYs1Cg
35,Period (Prod. LEE MU JIN),Release - Topic,55311,997,0,2025-12-31T09:01:41Z,https://www.youtube.com/watch?v=mVpTcOyWwf0,https://i.ytimg.com/vi/mVpTcOyWwf0/maxresdefault.jpg,2026-01-07 10:51:39,mVpTcOyWwf0
36,"전 프로게이머 , 현 방송인이랑 롤하다 대판 싸웠습니다...",가재맨,198604,2663,732,2026-01-05T15:00:45Z,https://www.youtube.com/watch?v=BWnivBjeg1Q,https://i.ytimg.com/vi/BWnivBjeg1Q/maxresdefault.jpg,2026-01-07 10:51:39,BWnivBjeg1Q
37,"[찬송가 매일 1시간 연속듣기] 오늘 꼭 들어야 할 찬송가 연속듣기_광고없는찬송가, 찬송가베스트, 찬송, 찬송가 연속 듣기, 은혜찬송, 찬송가, 찬송가 연속 듣기 광고없음",abbapraise Christian Music 아바프레이즈 크리스천 뮤직,10789,393,13,2026-01-05T21:00:50Z,https://www.youtube.com/watch?v=fNz0Cj4h2kc,https://i.ytimg.com/vi/fNz0Cj4h2kc/maxresdefault.jpg,2026-01-07 10:51:39,fNz0Cj4h2kc
38,"큰일 났습니다...리뷰 1400개가 극찬인 ""블랙홀 키우기"" 밤새 하고있음ㅠㅠㅠ",혜안,407967,7961,811,2026-01-05T10:24:00Z,https://www.youtube.com/watch?v=7Lcz0wxGgI8,https://i.ytimg.com/vi/7Lcz0wxGgI8/maxresdefault.jpg,2026-01-07 10:51:39,7Lcz0wxGgI8
39,TSUYU,Siip - Topic,442244,17387,700,2025-12-24T15:04:37Z,https://www.youtube.com/watch?v=6MiiX6PpRus,https://i.ytimg.com/vi/6MiiX6PpRus/maxresdefault.jpg,2026-01-07 10:51:39,6MiiX6PpRus
40,이번엔 86번 잡기 미션인데 티밍임ㅋㅋㅋㅋ,주키니TV,92418,1386,91,2026-01-06T10:30:32Z,https://www.youtube.com/watch?v=ZG1Vaq7eerc,https://i.ytimg.com/vi/ZG1Vaq7eerc/maxresdefault.jpg,2026-01-07 10:51:39,ZG1Vaq7eerc
41,Hi Bully,TOUCHED - Topic,64961,291,6,2025-12-10T18:59:17Z,https://www.youtube.com/watch?v=A-iHRvwkbs0,https://i.ytimg.com/vi/A-iHRvwkbs0/maxresdefault.jpg,2026-01-07 10:51:39,A-iHRvwkbs0
42,이렇게 잘 숨는 괴물은 살면서 처음 봅니다 (공포게임/Skull Hotel),수탉,192416,4434,485,2026-01-05T12:52:01Z,https://www.youtube.com/watch?v=ce2HTLWaObg,https://i.ytimg.com/vi/ce2HTLWaObg/maxresdefault.jpg,2026-01-07 10:51:39,ce2HTLWaObg
43,7080 노래모음 | 50대이상이 들으면 정말 좋아할 노래 추천곡 | 7080노래모음 주옥같은노래 | 아득히 먼 곳 - 구창모\이재성 - 그집앞\어느 60대 노부부 이야기,KR - Playlits Hits 7080,5703,53,2,2026-01-05T21:00:06Z,https://www.youtube.com/watch?v=KLwUTmHEFu4,https://i.ytimg.com/vi/KLwUTmHEFu4/maxresdefault.jpg,2026-01-07 10:51:39,KLwUTmHEFu4
44,【클상도 vs 넛저밧 저티어 대전】문파의 명예를 걸고 반드시 이기겠습니다!,이상호,300459,2004,261,2026-01-04T16:15:44Z,https://www.youtube.com/watch?v=VEEL_n0NQdI,https://i.ytimg.com/vi/VEEL_n0NQdI/maxresdefault.jpg,2026-01-07 10:51:39,VEEL_n0NQdI
45,서로 사랑하는 마음,찰리빈웍스 - Topic,41664,616,0,2026-01-03T03:04:24Z,https://www.youtube.com/watch?v=uomVNxmkylg,https://i.ytimg.com/vi/uomVNxmkylg/maxresdefault.jpg,2026-01-07 10:51:39,uomVNxmkylg
46,중세 자영업자의 삶,괴물쥐 유튜브,307755,2090,315,2026-01-05T13:30:29Z,https://www.youtube.com/watch?v=So1IvzfjgQ0,https://i.ytimg.com/vi/So1IvzfjgQ0/hqdefault.jpg,2026-01-07 10:51:39,So1IvzfjgQ0
47,1월이 되면 꼭 들어야 하는 7080 노래 베스트 📻 50대 60대 마음을 울리는 추억의 노래 - 그집앞/바람바람바람/잊혀진 사랑/아득히먼곳/어느 60대 노부부 이야기,Retro Radio 7080,6020,120,5,2026-01-05T22:01:03Z,https://www.youtube.com/watch?v=tQVAny6In-s,https://i.ytimg.com/vi/tQVAny6In-s/maxresdefault.jpg,2026-01-07 10:51:39,tQVAny6In-s
48,현질하다 거래 거절 당한 초흑우 펭귄ㅋㅋㅋㅋ,수피,66121,756,63,2026-01-06T12:18:56Z,https://www.youtube.com/watch?v=bkWxVI8lH6o,https://i.ytimg.com/vi/bkWxVI8lH6o/maxresdefault.jpg,2026-01-07 10:51:39,bkWxVI8lH6o
49,SAY MY NAME,SAY MY NAME - Topic,66840,1277,117,2025-12-29T09:02:57Z,https://www.youtube.com/watch?v=CoRjGBNPCgA,https://i.ytimg.com/vi/CoRjGBNPCgA/maxresdefault.jpg,2026-01-07 10:51:39,CoRjGBNPCgA
50,"클상도 vs 넛저밧, 드디어 이 날이 왔습니다 | 클상도 긴급합숙훈련 EP.3",클리드,161640,1332,365,2026-01-05T07:27:28Z,https://www.youtube.com/watch?v=v0z-U6WfoNE,https://i.ytimg.com/vi/v0z-U6WfoNE/maxresdefault.jpg,2026-01-07 10:51:39,v0z-U6WfoNE
1,Not Like a Movie,H1-KEY - Topic,141674,1869,48,2026-01-05T09:03:22Z,https://www.youtube.com/watch?v=_UiZ-Uuw1ro,https://i.ytimg.com/vi/_UiZ-Uuw1ro/maxresdefault.jpg,2026-01-07 15:38:38,_UiZ-Uuw1ro
2,[어벤져스: 둠스데이] '엑스맨' 예고편 최초 공개,MarvelKorea,387500,6436,1062,2026-01-06T14:33:00Z,https://www.youtube.com/watch?v=acUIyAfieHE,https://i.ytimg.com/vi/acUIyAfieHE/maxresdefault.jpg,2026-01-07 15:38:38,acUIyAfieHE
3,[데마시아를 위하여] 2026 시즌 오프닝 인터뷰 | MID편,LCK,459458,0,916,2026-01-06T08:15:41Z,https://www.youtube.com/watch?v=AoU1zNfv9HU,https://i.ytimg.com/vi/AoU1zNfv9HU/maxresdefault.jpg,2026-01-07 15:38:38,AoU1zNfv9HU
4,Love Me More,Apink - Topic,208174,3921,119,2026-01-05T09:01:39Z,https://www.youtube.com/watch?v=BnqvaC65vvM,https://i.ytimg.com/vi/BnqvaC65vvM/maxresdefault.jpg,2026-01-07 15:38:38,BnqvaC65vvM
5,이야.. 진짜 미쳤다 미쳤어.. ≪어벤져스: 둠스데이≫ 3차 엑스맨 티저 예고편 떡밥 총정리,무비띵크_Movie Think,253237,4246,601,2026-01-06T15:23:19Z,https://www.youtube.com/watch?v=v_LcASFYFiE,https://i.ytimg.com/vi/v_LcASFYFiE/maxresdefault.jpg,2026-01-07 15:38:38,v_LcASFYFiE
6,[LIVE] 아이온2 신년 라이브 방송,AION2,199436,3210,393,2026-01-06T13:18:17Z,https://www.youtube.com/watch?v=5jFZSI6dABo,https://i.ytimg.com/vi/5jFZSI6dABo/maxresdefault.jpg,2026-01-07 15:38:38,5jFZSI6dABo
7,Punk Rocky,A$AP Rocky - Topic,468437,17530,695,2026-01-05T20:00:43Z,https://www.youtube.com/watch?v=hVWyWH-caAE,https://i.ytimg.com/vi/hVWyWH-caAE/maxresdefault.jpg,2026-01-07 15:38:38,hVWyWH-caAE
8,[군체] 30초 예고편,쇼박스 SHOWBOX,195709,1660,479,2026-01-05T22:30:05Z,https://www.youtube.com/watch?v=MWveUG9bZig,https://i.ytimg.com/vi/MWveUG9bZig/maxresdefault.jpg,2026-01-07 15:38:38,MWveUG9bZig
9,드디어 결전의 날..! 문파대결 첫 경기부터 피넛VS클리드ㄷㄷ【넛저밧합숙 EP.06】,저라뎃 JUSTLIKETHAT,182940,1374,306,2026-01-06T16:25:25Z,https://www.youtube.com/watch?v=JezzJzktvwc,https://i.ytimg.com/vi/JezzJzktvwc/maxresdefault.jpg,2026-01-07 15:38:38,JezzJzktvwc
10,Kotonoha,tuki. - Topic,63858,1603,31,2026-01-05T10:01:43Z,https://www.youtube.com/watch?v=yvWGrak_vvU,https://i.ytimg.com/vi/yvWGrak_vvU/maxresdefault.jpg,2026-01-07 15:38:38,yvWGrak_vvU
11,이 사랑 통역 되나요? | 공식 예고편 | 넷플릭스,Netflix Korea 넷플릭스 코리아,406071,7874,797,2026-01-05T00:00:00Z,https://www.youtube.com/watch?v=IIHQ1Z2yu80,https://i.ytimg.com/vi/IIHQ1Z2yu80/maxresdefault.jpg,2026-01-07 15:38:38,IIHQ1Z2yu80
12,대상현,승상싱,503340,10543,862,2026-01-05T19:01:20Z,https://www.youtube.com/watch?v=gfP62pnjig0,https://i.ytimg.com/vi/gfP62pnjig0/maxresdefault.jpg,2026-01-07 15:38:38,gfP62pnjig0
13,When it turns white,entoy - Topic,115674,1861,37,2025-12-18T09:02:49Z,https://www.youtube.com/watch?v=Nhs9NKQ0-8E,https://i.ytimg.com/vi/Nhs9NKQ0-8E/maxresdefault.jpg,2026-01-07 15:38:38,Nhs9NKQ0-8E
14,"와.. 연상호 《군체》 첫 예고편 떴다..🔥 ""부산행""을 잇는 한국 좀비영화 & 존재감 미친 빌런 ""구교환""까지ㄷㄷ (+2026 한국좀비 작품 총정리)",매드무비 : MadMovie,106635,884,214,2026-01-06T08:15:18Z,https://www.youtube.com/watch?v=oPmy99lZr6c,https://i.ytimg.com/vi/oPmy99lZr6c/maxresdefault.jpg,2026-01-07 15:38:38,oPmy99lZr6c
15,그림자 군주님을 뵙습니다,잡상싱,260099,2068,73,2026-01-06T11:01:37Z,https://www.youtube.com/watch?v=p6sR9rPAcho,https://i.ytimg.com/vi/p6sR9rPAcho/maxresdefault.jpg,2026-01-07 15:38:38,p6sR9rPAcho
16,Dream (Veiled Musician X Paul Kim with Gamil-dong Cotton Candy) (Dream (베일드뮤지션 X...,Paul Kim - Topic,19120,411,6,2026-01-06T09:03:04Z,https://www.youtube.com/watch?v=UwUNEgb-0xU,https://i.ytimg.com/vi/UwUNEgb-0xU/maxresdefault.jpg,2026-01-07 15:38:38,UwUNEgb-0xU
17,무지성 올인 거인,PAKA,213249,1716,208,2026-01-06T08:30:15Z,https://www.youtube.com/watch?v=urDIai6diM0,https://i.ytimg.com/vi/urDIai6diM0/maxresdefault.jpg,2026-01-07 15:38:38,urDIai6diM0
18,Every Moment Of You (Piano Ver.),Sung Si-kyung - Topic,61863,165,6,2025-12-31T15:03:36Z,https://www.youtube.com/watch?v=Ps2UeoRG-U8,https://i.ytimg.com/vi/Ps2UeoRG-U8/maxresdefault.jpg,2026-01-07 15:38:38,Ps2UeoRG-U8
19,게임 시작 20분이 넘었는데 인구수가 4… 오버로드만 미친 듯이 잡으면 벌어지는 일ㅋㅋ,[ALTUBE] 김성현TV,127437,1341,194,2026-01-06T09:30:40Z,https://www.youtube.com/watch?v=oUBziTCoMj8,https://i.ytimg.com/vi/oUBziTCoMj8/maxresdefault.jpg,2026-01-07 15:38:38,oUBziTCoMj8
20,Kim Cheolsu Story,Heo Hoy Kyung - Topic,50917,266,4,2025-12-20T02:04:42Z,https://www.youtube.com/watch?v=-obnQICeRCw,https://i.ytimg.com/vi/-obnQICeRCw/maxresdefault.jpg,2026-01-07 15:38:38,-obnQICeRCw
21,NEW 승객과 함께하는 기차 마피아 *소름주의*,잠뜰 TV,187847,10916,880,2026-01-06T07:56:00Z,https://www.youtube.com/watch?v=6uqJdMfsQ0g,https://i.ytimg.com/vi/6uqJdMfsQ0g/maxresdefault.jpg,2026-01-07 15:38:38,6uqJdMfsQ0g
22,I Love You,AKMU - Topic,84329,181,10,2025-12-31T15:02:04Z,https://www.youtube.com/watch?v=s4PO3Wgftu8,https://i.ytimg.com/vi/s4PO3Wgftu8/maxresdefault.jpg,2026-01-07 15:38:38,s4PO3Wgftu8
23,프리즘 티켓 요들은 신이다 ㅋㅋㅋㅋㅋ,전쓰트의 게임 채널 Junsst,121604,630,52,2026-01-06T12:15:03Z,https://www.youtube.com/watch?v=HWoFjlt1VkA,https://i.ytimg.com/vi/HWoFjlt1VkA/maxresdefault.jpg,2026-01-07 15:38:38,HWoFjlt1VkA
24,I Believe Change Street Version,TAEHYUN - Topic,59432,841,0,2026-01-03T03:04:03Z,https://www.youtube.com/watch?v=FDjb834LcWw,https://i.ytimg.com/vi/FDjb834LcWw/maxresdefault.jpg,2026-01-07 15:38:38,FDjb834LcWw
25,여자 보는 눈은 블튜브,강 지,257916,8502,873,2026-01-06T07:00:49Z,https://www.youtube.com/watch?v=nEmJONUZBaY,https://i.ytimg.com/vi/nEmJONUZBaY/maxresdefault.jpg,2026-01-07 15:38:38,nEmJONUZBaY
26,7080 노래모음 | 50대이상이 들으면 정말 좋아할 노래 추천곡 | 7080노래모음 주옥같은노래 | 아득히 먼 곳 - 구창모\이재성 - 그집앞\어느 60대 노부부 이야기,KR - Playlits Hits 7080,7626,70,2,2026-01-05T21:00:06Z,https://www.youtube.com/watch?v=KLwUTmHEFu4,https://i.ytimg.com/vi/KLwUTmHEFu4/maxresdefault.jpg,2026-01-07 15:38:38,KLwUTmHEFu4
27,사람 살리러 왔습니다,랄로,509666,4265,868,2026-01-05T09:12:05Z,https://www.youtube.com/watch?v=w637lPH_b8M,https://i.ytimg.com/vi/w637lPH_b8M/maxresdefault.jpg,2026-01-07 15:38:38,w637lPH_b8M
28,몰랐죠,오연하 - Topic,28134,3359,0,2025-12-22T03:01:50Z,https://www.youtube.com/watch?v=TsLxwwlhh6g,https://i.ytimg.com/vi/TsLxwwlhh6g/maxresdefault.jpg,2026-01-07 15:38:38,TsLxwwlhh6g
29,여섯 개의 별을 새기며｜2025 Worlds Behind,T1,733763,19291,2177,2026-01-04T14:00:07Z,https://www.youtube.com/watch?v=or7Xc8tZg-g,https://i.ytimg.com/vi/or7Xc8tZg-g/maxresdefault.jpg,2026-01-07 15:38:38,or7Xc8tZg-g
30,TSUYU,Siip - Topic,449923,17423,700,2025-12-24T15:04:37Z,https://www.youtube.com/watch?v=6MiiX6PpRus,https://i.ytimg.com/vi/6MiiX6PpRus/maxresdefault.jpg,2026-01-07 15:38:38,6MiiX6PpRus
31,DG98 : 당신은 저격러가 맞습니다,배그 박프로,147673,2222,1229,2026-01-05T23:00:35Z,https://www.youtube.com/watch?v=Lm4mVkcfHFQ,https://i.ytimg.com/vi/Lm4mVkcfHFQ/maxresdefault.jpg,2026-01-07 15:38:38,Lm4mVkcfHFQ
32,임재범(Yim jaebeum) - Life is a Drama_MV,임재범 공식채널 Yimjaebeum Official,26218,1564,223,2026-01-06T09:00:53Z,https://www.youtube.com/watch?v=YDr_9JI6zQ4,https://i.ytimg.com/vi/YDr_9JI6zQ4/maxresdefault.jpg,2026-01-07 15:38:38,YDr_9JI6zQ4
33,이제 망설이지마세요. '이쉬탈 전용 증강' 사용법,팔차선 [8LJAYWALKING],128916,764,88,2026-01-06T09:01:28Z,https://www.youtube.com/watch?v=ww9l8zYs1Cg,https://i.ytimg.com/vi/ww9l8zYs1Cg/maxresdefault.jpg,2026-01-07 15:38:38,ww9l8zYs1Cg
34,1월이 되면 꼭 들어야 하는 7080 노래 베스트 📻 50대 60대 마음을 울리는 추억의 노래 - 그집앞/바람바람바람/잊혀진 사랑/아득히먼곳/어느 60대 노부부 이야기,Retro Radio 7080,8260,147,5,2026-01-05T22:01:03Z,https://www.youtube.com/watch?v=tQVAny6In-s,https://i.ytimg.com/vi/tQVAny6In-s/maxresdefault.jpg,2026-01-07 15:38:38,tQVAny6In-s
35,"전 프로게이머 , 현 방송인이랑 롤하다 대판 싸웠습니다...",가재맨,203557,2742,739,2026-01-05T15:00:45Z,https://www.youtube.com/watch?v=BWnivBjeg1Q,https://i.ytimg.com/vi/BWnivBjeg1Q/maxresdefault.jpg,2026-01-07 15:38:38,BWnivBjeg1Q
36,"[최신가요연속듣기 2026] KPOP 노동요 💚 2026년 1월 5일 2주차, 멜론차트 X, 노래모음 플레이리스트 멜론 종합차트",Yeo Doll,30083,269,13,2026-01-04T23:00:22Z,https://www.youtube.com/watch?v=K55yGagNeas,https://i.ytimg.com/vi/K55yGagNeas/maxresdefault.jpg,2026-01-07 15:38:38,K55yGagNeas
