표준버스정류장ID,역명,자치구,승차총승객수
103000020,마장축산물시장(00071),성동구,433467
110000017,태릉입구역7번출구.서울생활사박물관(00014),노원구,433388
122000214,양재역말죽거리.강남베드로병원(00009),강남구,433172
101000058,을지로입구.시청입구(00124),중구,432829
103900218,옥수역4번출구(00001),성동구,432815
117000089,경남아파트(00004),금천구,432794
120000445,호림박물관(00011),관악구,432580
100000062,평창동주민센터(00006),종로구,432578
122000249,개포주공5단지경기여고(00021),강남구,432568
116900113,천왕역2번출구(00007),구로구,432240
100900044,서대문역3번출구(00001),종로구,431827
124000064,강동구청역1번출구.영파여고(00043),강동구,431622
119000001,동작상떼빌아파트(00029),동작구,431297
101000077,충무아트센터.스포츠센터.중부소방서(00029),중구,431219
119000032,흑석역.흑석동빗물펌프장(00049),동작구,431173
112900180,북아현삼거리(00001),서대문구,430562
119900127,성대시장(00027),동작구,430024
116000084,오류1동주민센터.오류문화센터(00014),구로구,429914
105000126,장안2동주민센터(00009),동대문구,429594
115000083,화곡동남부시장(00044),강서구,429525
124000121,명일역3번출구.래미안솔베뉴(00017),강동구,429423
111000935,한전서대문은평.북한산푸르지오(00011),은평구,429333
118000040,삼환아파트(00033),영등포구,429309
119000068,상도역(00014),동작구,429132
120000078,서울대벤처타운역(00011),관악구,428468
121000027,교대역2번출구(00038),서초구,428379
123000209,마천사거리(00008),송파구,428305
105000483,용두동사거리.한국의류시험연구원(00019),동대문구,427185
122000123,대치역1번출구(00026),강남구,427184
124000366,강동역(00041),강동구,426663
119900151,대방역2번출구앞(00019),동작구,426638
123000206,남천초교마천동우방아파트앞(00005),송파구,426027
107000119,돌곶이역7번출구(00012),성북구,425948
107000209,돈암시장입구(00002),성북구,425942
116000086,오류동역(00015),구로구,425814
122000217,뱅뱅사거리뱅뱅프라자(00026),강남구,425808
101000085,신당동떡볶이타운.중구여성플라자(00030),중구,425770
116000139,삼부르네상스.효성아파트(00014),구로구,425576
122000322,압구정역3번출구(00018),강남구,425153
118000046,국회의사당(00028),영등포구,425142
111000031,연신내역(00017),은평구,423938
119900013,중대후문입구(00007),동작구,423761
118000074,삼부아파트(00005),영등포구,423253
117000102,독산4동주민센터(00010),금천구,422605
109000127,쌍문동한양.현대아파트(00010),도봉구,422546
108000037,강북청년창업마루(00006),강북구,422252
117900088,시흥사거리.대명시장(00007),금천구,422137
122000099,포스코사거리(00006),강남구,421975
121000017,반포역(00034),서초구,421780
111000128,구산중학교.구산교회(00003),은평구,421663
113000012,마포구청(00009),마포구,421607
119000065,상도터널상도동(00030),동작구,421237
123000080,송파구민회관구의회(00039),송파구,420840
117000123,가산디지털단지역(00002),금천구,420692
104000002,군자교입구(00025),광진구,419564
111000094,구산역1번출구(00004),은평구,419342
122000205,한티역(00045),강남구,419162
116000087,씨티월드(00006),구로구,419136
100000106,조계사.종로경찰서(00019),종로구,419131
122000175,KT강남지사(00029),강남구,419062
108000002,수유3동우체국(00077),강북구,419026
105000072,답십리역.동부시장(00028),동대문구,418966
117000048,시흥사거리.시흥대교(00011),금천구,418710
113900296,공덕시장(00001),마포구,418680
110000248,은행사거리(00007),노원구,418609
121000530,정금마을(00007),서초구,418566
119000053,대림초등학교(00044),동작구,417992
102000061,한강중학교(00025),용산구,417932
109000241,창동.신창시장(00015),도봉구,417589
103000055,금남시장앞.백범학원터(00029),성동구,416509
120000063,삼성동주민센터(00003),관악구,415823
106000433,우림시장.망우사거리(00006),중랑구,415720
100000061,평창파출소(00007),종로구,415524
119900051,흑석자이.흑석한강센트레빌2차(00003),동작구,415064
116000045,가리봉시장(00019),구로구,414838
103000032,무학여고앞(00068),성동구,414821
105000124,배봉초등학교.전농우성아파트(00013),동대문구,414248
124000056,암사역2번출구.암사종합시장(00087),강동구,414182
107000078,정릉시장입구(00030),성북구,413347
115000077,아이파크아파트.백석중학교.실로암안과(00014),강서구,413325
101000117,동대입구역.장충동(00003),중구,413014
100000015,통인시장종로구보건소(00015),종로구,412526
111000131,우남교통(00006),은평구,412214
122000181,강남역12번출구(00022),강남구,412190
101000047,남대문시장.회현역(00041),중구,411939
111000931,불광역3.6호선(00009),은평구,411866
116900106,개봉한진아파트.기점(00001),구로구,411693
113000005,아현동주민센터(00029),마포구,411104
110000146,상계주공1단지(00007),노원구,410875
105000081,경동시장앞(00012),동대문구,410849
112000024,모래내시장.가좌역(00061),서대문구,409893
114000158,오목교역.청학스포츠타운(00022),양천구,409498
105000043,외대앞(00042),동대문구,409162
118000088,당산119안전센터.당산역(00031),영등포구,408982
116000085,오류동역(00007),구로구,408955
118000059,63빌딩.가톨릭대학교여의도성모병원(00026),영등포구,408696
104000134,어린이대공원역4번출구(00017),광진구,408648
121000207,네이처힐3.4단지(00007),서초구,408423
120000076,미림여고.미림여자정보과학고(00009),관악구,408381
117000054,시흥동은행나무.은행나무시장(00002),금천구,408077
118000035,영등포시장역4번출구(00039),영등포구,407943
112000075,동신병원.홍제폭포(00014),서대문구,407568
102000131,서빙고신동아아파트(00058),용산구,407145
104000298,광나루역(00023),광진구,407068
106000325,먹골역5번출구(00033),중랑구,406989
119000005,보라매역.동작세무서(00049),동작구,406503
112000003,DMC래미안e.편한세상요진아파트(00010),서대문구,406201
112000063,연세로.스타광장(00037),서대문구,406119
114000008,목동4단지상가.목동종합운동장(00010),양천구,406055
100000022,경복궁(00030),종로구,406044
119900033,중앙대병원(00005),동작구,406035
109000104,방학동신동아아파트(00005),도봉구,405739
110000346,하계역(00010),노원구,405626
111000020,연신내역(00048),은평구,405140
114000233,신월사거리.국민은행신월동지점(00004),양천구,405077
105000289,청량리수산시장(00022),동대문구,404857
106000176,성원아파트경남아너스빌앞(00021),중랑구,404787
113000008,마포경찰서(00035),마포구,404734
122000240,개포1동주민센터(00003),강남구,404618
115000232,강서한방병원(00002),강서구,404503
119000069,상도동중앙하이츠빌.상도전통시장(00013),동작구,403205
111000934,불광역3호선.서울혁신파크(00048),은평구,402686
108000018,서라벌중학교.우이동대우아파트(00005),강북구,402154
114000015,목동스카이아파트.목동3단지(00010),양천구,402066
105000038,회기시장(00021),동대문구,401938
102000119,한남동(00057),용산구,401803
122000095,무역센터(00058),강남구,401260
115000119,명덕고등학교.서울스타병원(00011),강서구,400755
119000014,노들역(00015),동작구,400641
118000125,한신아파트.선유도역(00020),영등포구,400386
104000003,군자역.용마초등학교(00027),광진구,400193
121000531,경문고등학교(00006),서초구,399970
117000133,삼익아파트앞(00001),금천구,399967
115000896,마곡역(00013),강서구,399901
103000108,화양사거리(00050),성동구,399018
121000049,서초문화예술정보학교후문(00033),서초구,398762
105000109,미드카운티아파트.청솔우성아파트(00040),동대문구,398636
120000225,금호타운아파트(00002),관악구,398621
124000001,강동공영차고지(00002),강동구,398493
113900302,아현전철역(00001),마포구,398167
122000096,무역센터(00023),강남구,398107
108000040,광산사거리(00008),강북구,397961
123000117,송파미성.가락삼익아파트(00052),송파구,397710
100000127,현대그룹빌딩(00038),종로구,397516
116000003,신도림동.구로역(00005),구로구,397281
122000204,역삼e-편한세상아파트(00044),강남구,397180
111000938,녹번역(00046),은평구,397142
100900107,종로5가역.중부교육지원청(00015),종로구,396794
108000189,롯데백화점미아점(00010),강북구,396247
114000243,신월5동주민센터.신월중학교(00003),양천구,395311
113000075,상암초등학교(00006),마포구,394970
122000144,대치현대아파트(00026),강남구,394915
112000092,북가좌2동주민센터(00002),서대문구,394882
110000315,하계역(00062),노원구,394678
113000113,신촌로터리(00030),마포구,394458
118000209,신길가마산로교차로(00023),영등포구,394304
107000089,보문역2번출구(00015),성북구,394117
116000636,디지털단지오거리.가산파출소(00007),구로구,394115
123000352,가락시장역5번출구(00046),송파구,393867
112000135,명지중고등학교(00016),서대문구,393723
122000687,못골마을(00020),강남구,393717
100000018,사직단.어린이도서관(00017),종로구,393641
101000335,퇴계로2가.명동역7번출구(00030),중구,393435
106000013,지하철7호선중화역(00035),중랑구,393369
111000014,박석고개.신도고등학교(00005),은평구,393356
113000084,대흥역(00017),마포구,392994
104000097,자양미소약국.자양골목시장(00002),광진구,392647
110000325,하계역2번출구(00012),노원구,392551
122000172,선정릉역.국가무형유산전수교육관(00011),강남구,392052
122000103,강남구청.강남세무서(00008),강남구,391897
124000459,힐스테이트리슈빌강일501동(00004),강동구,391690
107900005,대우APT211동(00002),성북구,390904
113000197,상암고등학교(00004),마포구,390887
117000097,남부여성발전센터(00008),금천구,390633
115000118,명덕고등학교.서울스타병원(00017),강서구,390125
103000114,성동세무서(00019),성동구,390056
108000098,오현초등학교(00006),강북구,389398
107000075,성북청수도서관.정릉4동성당(00005),성북구,389361
120000146,구로디지털단지역(00015),관악구,389071
115000937,마곡나루역5번출구.서울식물원(00011),강서구,389070
105000167,신이문역(00006),동대문구,389030
119000295,대방역1번출구앞(00047),동작구,388960
112000078,정원여중.스위스그랜드호텔(00025),서대문구,388894
111000291,녹번역(00009),은평구,388237
112000073,서대문구청.보건소.구의회(00005),서대문구,387944
122000246,개포자이프레지던스(00020),강남구,387751
111000916,아이파크708동앞(00007),은평구,387679
123000312,거여역7번출구(00035),송파구,387521
106000015,국민은행중화동지점(00036),중랑구,387319
101000252,신성시장앞(00009),중구,387216
104000127,영동대교북단(00083),광진구,387174
118000024,영등포시장(00010),영등포구,386984
119000028,노들역(00041),동작구,385907
106000431,금란교회(00010),중랑구,385841
112000028,연희104고지앞.구성산회관(00059),서대문구,384941
108000070,빨래골입구.수유1동주민센터(00012),강북구,384921
121000023,구반포역.세화고등학교(00049),서초구,384514
100000057,구기동(00007),종로구,384499
121001344,매헌시민의숲(00038),서초구,384496
105900053,회기역종점(00012),동대문구,384474
102900065,한신아파트(00001),용산구,384133
118000127,선유도역.롯데웰푸드(00030),영등포구,383607
101000038,시청.서소문청사(00034),중구,383533
109000014,도봉구민회관.도봉문화원(중)(00080),도봉구,382591
112000011,서대문우체국(00042),서대문구,382395
108000019,덕성여대솔밭근린공원(00006),강북구,382251
115000005,등촌중학교.백석초등학교(00083),강서구,382003
111000003,수색교(00003),은평구,381985
100000143,숭인1동주민센터.창신역4번출구(00021),종로구,381889
122000248,개포동역7번출구.개포시장(00002),강남구,381834
106000435,망우역.망우지구대(00044),중랑구,381674
111000043,응암역신사오거리(00009),은평구,381379
114000013,목동시장.대일고교.배광교회(00021),양천구,381325
123000055,잠실종합운동장(00014),송파구,381112
115000591,KBS스포츠월드(00017),강서구,380862
103000011,왕십리2동주민센터(00039),성동구,380861
118000560,영등포역2번출구(00016),영등포구,380836
122000003,광림교회.현대고등학교(00017),강남구,380771
102000062,한강중학교앞(00026),용산구,380738
118000083,영등포구청(00011),영등포구,380689
106000073,상봉역4번출구(00014),중랑구,380451
124000138,한국전력공사강동송파지사(00018),강동구,380449
118000101,도림새마을금고(00006),영등포구,380347
116000083,오류1동주민센터.오류문화센터(00008),구로구,379802
124000192,강동첨단업무단지.상일여고입구(00008),강동구,379045
113000194,월드컵파크5단지.상암중고등학교입구(00007),마포구,378737
119000022,대방역(00001),동작구,378631
105000103,서울시립대학교앞(00037),동대문구,378609
118000052,여의도순복음교회(00036),영등포구,378285
118000014,서울지방병무청(00064),영등포구,377785
123000024,풍납동극동.쌍용아파트(00028),송파구,377636
120000671,남태령역(00002),관악구,377273
116000080,경인중학교(00048),구로구,377076
120000055,서울대벤처타운역.삼성동시장(00053),관악구,376833
119900010,중앙대후문(00008),동작구,376593
108000083,삼양동사거리(00003),강북구,376553
111000070,신사초등학교(00041),은평구,376535
102000089,원효로제1동주민센터(00014),용산구,376415
122000692,래미안강남힐즈(00019),강남구,376244
104000141,천주교화양동성당(00016),광진구,375725
123000078,삼전역(00011),송파구,375525
122000285,삼성서울병원후문(00033),강남구,375376
120000161,보라매삼성아파트.모자원고개(00029),관악구,375356
123000630,위례포레샤인.위례31단지후문(00011),송파구,375133
101000081,신당역1번출구.서울중앙시장(00028),중구,374922
117000106,독산동쌈지공원(00012),금천구,374766
100000132,혜화역.서울연극센터(장면총리가옥)(00024),종로구,374305
119000033,흑석역.명수대현대아파트(00029),동작구,374278
109000162,국립현대미술관창동레지던시(00016),도봉구,373991
107900256,한성대정문(00001),성북구,373767
124000358,길동사거리.강동세무서(00013),강동구,373286
114900010,오목교역.대학학원(00018),양천구,373271
105000057,휘경여중고휘경주공아파트(00011),동대문구,372759
106000014,지하철7호선중화역(00101),중랑구,372756
112000400,무악재역(00050),서대문구,372693
113000192,상암DMC홍보관.YTN(00005),마포구,372256
122000675,은곡마을.강남신동아파밀리에(00083),강남구,372075
101000020,농협은행.유관순활동터(00010),중구,371527
111000118,구산역3번출구.예일여고(00009),은평구,371299
114000113,신곡시장.금빛새마을금고(00009),양천구,371027
115000053,강서구청소년상담복지센터(00005),강서구,370027
122000743,LH수서아파트(00009),강남구,369950
104000100,자양하늘채베르아파트앞(00004),광진구,369846
122000226,도곡렉슬아파트.강남세브란스병원(00050),강남구,369425
122000250,개포동역6번출구.개포시장(00022),강남구,369193
118000563,신길역1호선(00022),영등포구,368659
119000058,장승배기역(00057),동작구,368218
116000128,개봉푸르지오아파트(00011),구로구,368127
112000001,북가좌동삼거리(00006),서대문구,368069
112000031,연세대학교앞(00010),서대문구,367973
114000062,목동운동장남문.아이스링크(00019),양천구,367681
112000111,명지대(00015),서대문구,367293
118000066,샛강역3번출구(00034),영등포구,367280
100000049,세검정초등학교(00032),종로구,367051
121000290,국제전자센터(00015),서초구,366995
122000701,강남현대힐스테이트에코(00021),강남구,366835
110000266,노원구민의전당(00009),노원구,366758
121000044,서초청소년도서관(00008),서초구,366226
121000070,서초중학교(00060),서초구,366075
101000141,을지로입구역.광교(00036),중구,365692
117000033,가산초등학교(00011),금천구,365400
101000072,동대문역사문화공원역9번출구(00035),중구,365323
122000045,언주역3번출구(00013),강남구,365237
110000271,어린이교통공원(00005),노원구,365173
107900280,성신여대입구역3번출구(00001),성북구,364502
102900001,해방촌오거리(00006),용산구,364473
104000138,어린이대공원역3번출구(00066),광진구,364468
123000091,석촌역.잠실한솔아파트(00008),송파구,364411
117000110,모두의학교.금천문화예술정보학교(00015),금천구,364410
123000575,송파꿈에그린아파트(00013),송파구,364337
116000134,고척시장(00016),구로구,363877
119900196,총신대역(00014),동작구,363499
114000049,목동5단지C상가.목동운동장북문(00012),양천구,363328
110000098,노일초등학교(00014),노원구,363257
119900112,상도역2번출구(00031),동작구,363180
122000084,청담역.경기고교(00010),강남구,362806
113000468,합정역(00024),마포구,362767
101000093,약수역8번출구.신당사회복지관(00033),중구,362596
100000025,광화문역6번출구(00033),종로구,362334
111000039,응암지구대(00021),은평구,362119
122000018,학동역5번출구(00053),강남구,361895
101000045,신세계백화점(00021),중구,361765
117000117,금천우체국.독산1동주민센터(00008),금천구,361701
121000300,서초역3번출구(00049),서초구,361227
115000280,김포공항국내선(00006),강서구,361200
114000050,파리공원(00013),양천구,361117
105000064,동답한신동아아파트(00025),동대문구,360830
118000077,당산동진로아파트(00049),영등포구,360687
122000258,일원초등학교(00020),강남구,359803
109000108,신한은행방학동지점(00007),도봉구,358991
113000055,한겨레신문사(00041),마포구,358811
114000100,목동우성아파트입구(00006),양천구,358706
119000060,동작문화복지센터.동작보건소(00016),동작구,358576
116000144,개봉1동사거리.개봉푸르지오아파트(00072),구로구,358210
114000177,신정네거리역(00047),양천구,358196
117000104,독산동성당앞(00011),금천구,358156
106000214,상봉터미널(00016),중랑구,358132
122000067,영동교입구(00042),강남구,358120
106000119,묵1동주민센터입구.먹골역(00056),중랑구,358104
121000123,삼호가든사거리.반포도서관(00010),서초구,358015
120900030,서강약국(00007),관악구,357861
118000120,관악고등학교(00052),영등포구,357718
107000518,북한산보국문역2번출구(00004),성북구,357546
108000032,인수동장미원(00008),강북구,357477
116000026,구로구청(00004),구로구,357355
114000395,양천공영차고지(00001),양천구,356785
105000056,휘경여중고휘경주공아파트앞(00011),동대문구,356564
114000065,오목교역.동신한방병원(00053),양천구,356159
111900053,불광역4번출구(00007),은평구,355820
114000213,신정현대아파트.서부트럭터미널(00003),양천구,355766
108000072,롯데마트삼양점.래미안1차아파트(00013),강북구,355719
123000054,종합운동장사거리(00013),송파구,355346
120000042,서울산업정보학교.삼성교(00006),관악구,355183
121000142,반포미도아파트앞(00036),서초구,355180
118000047,국회의사당역.KB국민은행(00027),영등포구,355094
115000088,화곡8동주민센터.까치산시장(00004),강서구,354973
123000023,영파여고.강동구청역(00026),송파구,354710
108000034,가오리역(00009),강북구,354677
104000082,광진구청(00016),광진구,354347
107000182,장위1동주민센터(00010),성북구,354190
110000253,중계주공10단지.중계건영3차아파트(00008),노원구,353323
101000055,충무로역8번출구(00028),중구,353191
112900069,충정로역7번출구(00007),서대문구,353104
121000071,서초중학교(00011),서초구,352958
100000028,서울역사박물관.강북삼성병원(00036),종로구,352792
111000069,응암오거리(00072),은평구,352783
102000059,용산구청(00026),용산구,352613
106000037,신내지하차도(00045),중랑구,352153
105000017,동대문구청(00029),동대문구,351799
121000024,구반포역.세화고등학교(00009),서초구,351440
119000008,현대아파트.유한양행(00018),동작구,351254
113000010,아현초등학교(00034),마포구,351157
110000384,월계동진아교통(00001),노원구,350972
119000057,상도초등학교입구(00058),동작구,350960
101000018,경찰청.동북아역사재단(00009),중구,350712
109000010,도봉소방서.방학역남부(00082),도봉구,350520
117000063,남문시장.청춘삘딩(00008),금천구,350489
110000247,중계1동주민센터(00011),노원구,350231
102000060,용산구청(00025),용산구,350216
118000162,태양의집.KT대방지사(00031),영등포구,349812
122000117,중대부고(00007),강남구,349688
123000079,송파구민회관구의회(00010),송파구,349478
116000117,대원주유소(00019),구로구,349371
111000081,새절역.숭실고입구(00017),은평구,349255
105000185,경희대입구(00022),동대문구,349167
122000137,쌍용아파트(00022),강남구,349031
106000209,신내초등학교(00004),중랑구,349000
104000124,건대입구역6번출구(00056),광진구,348935
122000215,뱅뱅사거리.구영동중학교(00011),강남구,348610
112000093,KT가좌지사(00011),서대문구,348342
120000006,KT관악지점(00065),관악구,346974
121000118,제일약품사옥(00015),서초구,346874
122000278,푸른마을아파트앞(00019),강남구,346265
110000145,상계주공2단지(00006),노원구,346260
120000053,서원역(00016),관악구,346101
120000127,롯데관악점(00021),관악구,345972
120000024,낙성대입구(00013),관악구,345911
116000012,경인중학교.개봉사거리(00009),구로구,345864
107000021,청덕초등학교(00037),성북구,345735
124000135,둔촌동역4번출구(00026),강동구,344788
111000552,하나고.삼천사.진관사입구(00009),은평구,343873
117000109,모두의학교.금천문화예술정보학교(00042),금천구,343734
104000157,광진광장(00017),광진구,343640
122000651,도산공원사거리(00033),강남구,343549
106000432,우림시장.망우사거리(00045),중랑구,343467
110000307,노원우체국(00002),노원구,343359
122000718,고속철도수서역(00011),강남구,343337
111000074,응암오거리(00012),은평구,343039
123000073,잠실근린공원.성현교회(00013),송파구,342618
114000216,신정현대아파트(00002),양천구,342515
115000089,KT강서지사(00024),강서구,341750
122000131,은마치안센터(00025),강남구,341302
105000080,동대문구청.용신동주민센터(00019),동대문구,340959
121000173,방배역.백석예술대학교(00040),서초구,340882
110000239,월계보건지소(00003),노원구,340833
112000079,홍은현대아파트.스위스그랜드호텔(00008),서대문구,340704
101000262,서대문역사거리.농협중앙회(00020),중구,340694
105000033,휘경동입구(00055),동대문구,340592
122900030,양재역5번출구(00023),강남구,340571
116900242,천왕역3번출구(00005),구로구,340445
118000133,양평동한솔아파트(00027),영등포구,340225
120900024,신림고등학교(00008),관악구,340082
102000183,보광동신동아아파트(00005),용산구,339877
117000093,동산교회앞(00006),금천구,339825
115000922,마곡동로사거리(00014),강서구,339579
107000068,안암오거리(00022),성북구,339520
117900161,시흥동은행나무(00011),금천구,339319
103000031,한양대정문앞(00049),성동구,339119
102000164,용산역광장앞(00035),용산구,338647
114000148,신정네거리역(00008),양천구,338321
109000242,신창.창동시장(00015),도봉구,337918
111000214,신진과학기술고등학교(00013),은평구,337787
114900064,목동문화체육센터.건영아파트(00030),양천구,337746
118000075,여의도공작아파트(00036),영등포구,337702
109000106,방학초등학교(00006),도봉구,337614
100000036,안국역.서울공예박물관(00014),종로구,337409
121000960,성촌마을입구(00023),서초구,337403
107000091,보문동성당(00016),성북구,337189
119000052,대림초등학교(00045),동작구,336881
106000101,용마문화복지센터(00002),중랑구,336231
123000180,거여역1번출구(00008),송파구,336166
119900134,본동시장(00021),동작구,335770
113000021,DMC첨단산업센터(00005),마포구,335150
113000082,광성중고등학교(00051),마포구,335109
119000087,남성역골목시장(00003),동작구,335055
111000929,동명여고.천주교불광동성당(00008),은평구,334940
101000037,서소문(00046),중구,334847
111000040,본서부병원(00022),은평구,334720
121000051,서초그랑자이아파트(00034),서초구,334689
112000038,이대부고(00038),서대문구,334680
121000131,뉴코아아울렛(00004),서초구,334479
106000138,혜원여중고후문(00004),중랑구,334396
122000068,청담역.경기고교(00043),강남구,334142
114000256,목동파라곤(00011),양천구,334092
122000150,도성초등학교(00010),강남구,334042
120000103,난곡우체국사거리(00008),관악구,333905
107000274,서경대본관(00001),성북구,333777
120000452,신림2동차고지(00001),관악구,333622
118000145,대신시장(00020),영등포구,333117
120000444,난곡종점(00001),관악구,332966
106000184,신내8단지아파트.서울의료원(00005),중랑구,332526
111000044,신진과학기술고교.이마트은평점(00019),은평구,332423
121000072,서울고등학교(00061),서초구,332379
122000159,대치동현대아파트(00023),강남구,332148
122000388,새마을운동중앙회(00023),강남구,332031
123000127,잠실진주아파트(00044),송파구,331877
106000152,사가정역3번출구(00021),중랑구,331458
107000140,홍익대부속중고등학교입구(00020),성북구,331378
117900060,벽산아파트5단지(00014),금천구,331370
111000110,은평경찰서(00012),은평구,331248
120900017,낙성대역(00011),관악구,331055
120000665,서울대학교치과병원.동물병원(00005),관악구,330635
115000121,발산역.우장산힐스테이트(00015),강서구,330406
111000341,래미안909동앞(00004),은평구,330287
116000138,구로디지털단지역(00016),구로구,330243
122000013,강남을지병원(00003),강남구,330117
122000317,래미안포레아파트(00008),강남구,330023
121000073,서울고등학교(00010),서초구,329885
124000137,한국전력공사강동송파지사(00027),강동구,329821
107000041,성북구보건소(00018),성북구,329630
118000513,여의도환승센터(00033),영등포구,329402
114000181,목동역.홍익병원(00019),양천구,329364
110000157,백병원.한국성서대학교(00065),노원구,329263
112000404,안산초등학교(00026),서대문구,329148
124000040,고덕역(00021),강동구,328956
120000177,관악사삼거리(00005),관악구,328371
119000126,경향렉스빌.롯데캐슬비엔(00002),동작구,327608
108000101,창문여고앞(00013),강북구,327467
112000097,DMC파크뷰자이(00006),서대문구,327346
107000028,정릉2동주민센터(00016),성북구,327303
109000180,창동역동측(노원방면)(00012),도봉구,327104
120900081,청림동푸르지오아파트121동앞(00001),관악구,326666
106000460,새솔초등학교입구(00006),중랑구,326598
115000315,발산역9번출구(00050),강서구,326516
105000150,국민은행장안동지점(00049),동대문구,326132
122000104,청담역7번출구(00018),강남구,326046
103000034,왕십리역(00044),성동구,325570
112900153,유진상가(00012),서대문구,325558
124000357,강동역(00014),강동구,325064
100000147,신설동역오거리(00031),종로구,324445
101000099,장충동.동국대입구(00025),중구,324397
101000070,을지로6가.국립중앙의료원(00040),중구,324367
115000049,화곡본동시장(00029),강서구,324150
114000111,동방아파트.신월종합사회복지관(00010),양천구,324103
103000078,서울숲역2번출구(00007),성동구,324047
106000076,지하철7호선면목역(00016),중랑구,323582
123000056,잠실트리지움아파트앞(00057),송파구,323426
121000036,서일초등학교(00026),서초구,323382
120000108,난우중학교입구(00003),관악구,323195
118000153,우신초등학교(00035),영등포구,323189
107000231,성북우체국현대백화점(00012),성북구,323078
103000042,응봉동현대아파트(00065),성동구,322812
118000036,신화병원(00033),영등포구,322703
100000128,창경궁.서울대학교병원(00033),종로구,322683
108000046,우이초등학교(00010),강북구,322532
104900097,강변역A(00019),광진구,322500
102000118,한남동(00034),용산구,322453
122000182,강남역11번출구(00010),강남구,322340
102000026,신용산역3번출구(00022),용산구,322053
109000012,도봉보건소.북한산아이파크아파트(00081),도봉구,321981
118000091,당산역2번출구(00031),영등포구,321800
103000012,코스모타워.서울신용보증재단성동지점(00024),성동구,321611
123000164,거여초등학교(00013),송파구,321578
123000034,잠실파크리오아파트상가.올림픽회관(00020),송파구,321133
122000211,도곡1차아이파크.도곡중학교(00029),강남구,320504
114000169,목동역8번출구.목동오거리(00010),양천구,320323
115000078,등촌2동주민센터.등촌동대림아파트(00015),강서구,320278
120000058,관악산입구.관악아트홀.중앙도서관(00003),관악구,319952
108000102,숭곡초등학교입구(00023),강북구,319747
122000345,디에이치퍼스티어아이파크(00004),강남구,319126
117000012,박미삼거리.국립전통예술중고(00083),금천구,318942
116000050,구로시장(00020),구로구,318820
118000146,영등포농협.신길2동새마을금고(00021),영등포구,318769
104000165,어린이대공원후문(00018),광진구,318668
111900110,연신내역.물빛공원(00007),은평구,318563
118000011,경남아너스빌아파트(00067),영등포구,318524
118000155,신길동홍어거리(00015),영등포구,318498
104000123,영동교골목시장(00084),광진구,318455
102000052,원효로3가(00019),용산구,318209
112000102,북가좌삼호.DMC아이파크아파트(00004),서대문구,318041
124000119,JYP엔터테인먼트.윤선생영어교실(00038),강동구,317685
115000593,한국가스기술공사(00016),강서구,317622
106000100,서일대학교(00003),중랑구,317406
104000005,중곡동입구삼거리(00026),광진구,317403
120900054,현대시장(00004),관악구,317246
114000230,신월3동주민센터.신월3동우체국(00005),양천구,317196
117000061,독산고개(00009),금천구,316772
122000223,군인공제회관(00008),강남구,316691
119000085,남성역(00028),동작구,316648
113000056,한겨레신문사(00024),마포구,316590
118000187,대림동우성아파트(00020),영등포구,316163
122000324,언주역2번출구.차병원사거리(00046),강남구,315869
111000065,역촌역.역촌오거리(00006),은평구,315731
104000076,광나루역.극동아파트(00005),광진구,315641
112000085,서울여자간호대학교.홍은초등학교(00019),서대문구,315595
122000161,도곡초등학교(00008),강남구,315497
111000046,응암지구대(00015),은평구,315416
119000284,방배노인종합복지관(00005),동작구,315370
122000173,선릉역(00012),강남구,315121
105000485,신설동역(00020),동대문구,315090
110000112,롯데백화점노원점.노원역4번출구(00034),노원구,315003
111000077,대림시장(00011),은평구,314774
121000262,강남역8번출구(00042),서초구,314740
112000398,무악재역(00025),서대문구,314614
108900072,수유역(00019),강북구,314103
121900125,서초역3번출구(00018),서초구,313943
119000287,경문고교.배나무골앞(00002),동작구,313843
102000123,이촌동한가람아파트.이촌역(00062),용산구,313816
124000196,강동구청역농협중앙회(00034),강동구,313651
118000215,대방역(00052),영등포구,312964
101900006,프레스센터(00012),중구,312952
115000212,양천향교역7번출구(00006),강서구,312698
122000143,래미안하이스턴.대치순복음교회(00021),강남구,312372
124000061,천호역2번출구.현대백화점(00020),강동구,312269
122000050,신사동교회(00034),강남구,311749
119900144,9호선노량진역.동작구청(00021),동작구,311683
105000100,떡전교앞(00012),동대문구,311655
114000219,푸른마을2단지아파트(00005),양천구,311318
113000181,월드컵파크7단지(00004),마포구,311100
107000192,월곡동두산아파트(00010),성북구,310933
113000199,서강대후문.마포아트센터(00019),마포구,310680
101000064,을지로4가.베스트웨스턴국도(00038),중구,310598
113000153,메세나폴리스(00049),마포구,310577
109000020,신도봉시장.도봉구청.방학역북부(00083),도봉구,310550
124000003,고덕리엔파크1단지(00003),강동구,310449
121000146,방배사이길(00005),서초구,310122
122000025,도산공원사거리.호림아트센터(00018),강남구,310066
121000219,언남고교(00007),서초구,309755
120000077,미림고개.고시촌입구(00010),관악구,309701
101000290,시청앞.덕수궁(00036),중구,309585
119000095,보라매병원입구(00031),동작구,309501
123000186,거여역5번출구(00007),송파구,309465
114000151,목동역5번출구(00016),양천구,309452
104000096,신자초등학교앞(00001),광진구,309372
111000218,신진과학기술고등학교(00010),은평구,309172
112000054,충정로역2호선(00044),서대문구,309042
101000012,서울역서부(00001),중구,308956
123000050,잠실5단지(00010),송파구,308948
