NODE_ID,정류소명,역명,자치구,버스노선수,CARALC_합계,avg_caralc,평균배차간격,승차총승객수,X좌표,Y좌표,노선목록
119000033,흑석역.명수대현대아파트,흑석역.명수대현대아파트(00029),동작구,9,87.0,9.666666666666666,4.833333333333333,374278.0,126.9650447528,37.5074984059,"752, 640, 8641, 6411, 350, 5524, 361, 360, 452"
119000036,비계,비계(00030),동작구,9,87.0,9.666666666666666,4.833333333333333,264702.0,126.967675,37.50651,"752, 640, 8641, 6411, 350, 5524, 361, 360, 452"
119000037,비계,비계(00032),동작구,9,87.0,9.666666666666666,4.833333333333333,137516.0,126.9685844969,37.5064370015,"360, 361, 350, 5524, 640, 452, 6411, 752, 8641"
109000006,서울북부지방법원.검찰청.도봉역성황당,서울북부지방법원.검찰청.도봉역성황당(00085),도봉구,9,92.0,10.22222222222222,5.11111111111111,120171.0,127.045103,37.677262,"1128, 107, 140, 141, 142, 160, 150, N16"
119000058,동작구청.장승배기역4번출구,장승배기역(00057),동작구,9,135.0,15.0,7.5,368218.0,126.9385221188,37.5046761432,"6515, 5536, 6019, 5516, 152, 654, N15, 753, 504"
111000925,세명컴퓨터고등학교,세명컴퓨터고등학교(00006),은평구,9,210.0,23.33333333333333,11.666666666666664,618067.0,126.9199961366,37.6252825924,"6012, N75, 761, 741, 708, 704, 705, 703, N37"
111000926,세명컴퓨터고등학교,세명컴퓨터고등학교(00014),은평구,9,210.0,23.33333333333333,11.666666666666664,165020.0,126.9199734902,37.6242147932,"708, N37, 704, 705, 6012, 703, 761, 741, N75"
109000019,신도봉시장.도봉구청.방학역북부,신도봉시장.도봉구청.방학역북부(00006),도봉구,9,92.0,10.22222222222222,5.11111111111111,565322.0,127.0436250299,37.6699703757,"160, 140, N16, 142, 141, 150, 1167, 107"
109000020,신도봉시장.도봉구청.방학역북부,신도봉시장.도봉구청.방학역북부(00083),도봉구,9,92.0,10.22222222222222,5.11111111111111,310550.0,127.0436336184,37.6692224773,"1167, 107, 140, 141, 142, 160, 150, N16"
122000156,선릉역,선릉역(00074),강남구,9,125.0,13.88888888888889,6.944444444444445,919061.0,127.050462265,37.5047611955,"333, 740, N61, N13, 341, 146, 8146, 360, N31"
119000038,흑석동한강현대아파트,흑석동한강현대아파트(00031),동작구,9,87.0,9.666666666666666,4.833333333333333,49952.0,126.971748,37.505867,"360, 361, 350, 5524, 640, 452, 6411, 752, 8641"
119000039,흑석동한강현대아파트,흑석동한강현대아파트(00031),동작구,9,87.0,9.666666666666666,4.833333333333333,9487.0,126.971971,37.505609,"752, 640, 8641, 6411, 350, 5524, 361, 360, 452"
119000040,동작역.국립현충원,동작역.국립현충원(00032),동작구,9,87.0,9.666666666666666,4.833333333333333,252604.0,126.976865,37.502586,"752, 640, 8641, 6411, 350, 5524, 361, 360, 452"
119000041,동작역.국립현충원,동작역.국립현충원(00030),동작구,9,87.0,9.666666666666666,4.833333333333333,211500.0,126.9766525988,37.503188597,"360, 361, 350, 5524, 640, 452, 6411, 752, 8641"
122000277,일원본동주민센터,일원본동주민센터(00018),강남구,9,113.0,12.555555555555555,6.277777777777778,307517.0,127.0847497652,37.4834885153,"N37, 361, 461, 401, 402, 3426, 333, 4425, 3413"
122000278,푸른마을아파트앞,푸른마을아파트앞(00019),강남구,9,143.0,15.88888888888889,7.944444444444445,346265.0,127.0805834065,37.4829129209,"6009, N37, 361, 461, 401, 402, 333, 강남01, 4425"
122000279,상록수아파트앞,상록수아파트앞(00002),강남구,9,143.0,15.88888888888889,7.944444444444445,52854.0,127.0821222482,37.4828046299,"강남01, 4425, 6009, 333, 361, 401, 402, N37, 461"
119000065,상도터널상도동,상도터널상도동(00030),동작구,9,105.0,11.666666666666666,5.833333333333333,421237.0,126.9495037012,37.5045988081,"동작10, 동작01, 동작21, 750B, 동작08, 750A, 501, 752, 506"
109000004,도봉한신아파트,도봉한신아파트(00086),도봉구,9,92.0,10.22222222222222,5.11111111111111,83714.0,127.046067,37.682672,"1128, 107, 140, 141, 142, 160, 150, N16"
115000006,등촌중학교.백석초등학교,등촌중학교.백석초등학교(00012),강서구,9,124.0,13.77777777777778,6.88888888888889,203185.0,126.86068,37.552903,"604, 601, N26, 6514, 605, 6632, 5712, 606, 661"
122000157,포스코빌딩,포스코빌딩(00075),강남구,9,125.0,13.88888888888889,6.944444444444445,259649.0,127.0548888307,37.5060493833,"333, 740, N61, N13, 341, 146, 8146, 360, N31"
122000174,서울상록회관.한국기술센터,서울상록회관.한국기술센터(00019),강남구,9,126.0,14.0,7.0,602685.0,127.044057,37.503232,"360, 341, N31, 740, 6411, 146, 8146, N13, N61"
122000204,역삼e-편한세상아파트,역삼e-편한세상아파트(00044),강남구,9,95.0,10.555555555555555,5.277777777777778,397180.0,127.0512977977,37.4992545645,"4312, 3414, 242, 3422, 8641, 147, 3426, 472, 333"
122000280,일원본동주민센터,일원본동주민센터(00055),강남구,9,113.0,12.555555555555555,6.277777777777778,225445.0,127.0859753943,37.4833831017,"3413, 4425, 3426, 333, 361, 401, 402, N37, 461"
122000281,수서119안전센터앞,수서119안전센터앞(00057),강남구,9,113.0,12.555555555555555,6.277777777777778,186815.0,127.0938503097,37.4842412879,"3413, 4425, 3426, 333, 361, 401, 402, N37, 461"
122000291,대치아파트.대모산입구역3번출구,대치아파트.대모산입구역3번출구(00021),강남구,9,126.0,14.0,7.0,551083.0,127.0724873208,37.4924140029,"강남01, N37, 강남06, 361, 343, 401, 402, 333, 4312"
114000216,신정현대아파트,신정현대아파트(00002),양천구,9,125.0,13.88888888888889,6.944444444444445,342515.0,126.842139,37.508781,"6640A, 6516, 643, 6657, 6620, 6623, N61, 6515, 6716"
114000219,양천중앙도서관.푸른마을2단지,푸른마을2단지아파트(00005),양천구,9,132.0,14.666666666666666,7.333333333333333,311318.0,126.8340906245,37.5141912766,"6617, 602, 6714, 6514, N62, 6614, 662"
123000660,복정역환승센터3번승강장,복정역환승센터3번승강장(00001),송파구,9,126.0,14.0,7.0,581337.0,127.1275897549,37.4699297672,"3313, 3322, 360, N37, 320, 350, 3217, N73, N13"
107000012,창문여고,창문여고(00006),성북구,9,106.0,11.77777777777778,5.88888888888889,816905.0,127.035819966,37.6118505947,"강북09, 강북11, 강북05, 1137, 1017, 103, 111, 172, 100"
107000017,국민대앞,국민대앞(00001),성북구,9,132.0,14.666666666666666,7.333333333333333,923953.0,126.9940273315,37.6106795513,"1116, 8111, 1213, 7211, 1020, 1711, N31, 110A고려대, 163"
108000014,우이동도선사입구.북한산우이역,우이동도선사입구.북한산우이역(00002),강북구,9,98.0,10.88888888888889,5.444444444444445,193112.0,127.012719,37.662647,"151, 101, 163, 144, 120, 109, 1144, 노원15, N15"
122000250,개포동역6번출구.개포시장,개포동역6번출구.개포시장(00022),강남구,9,94.0,10.444444444444445,5.222222222222222,369193.0,127.06658,37.488545,"420, 강남10, 강남05, 461, 402, 3011, 4433, 4425, 143"
122000338,시립수서청소년센터,시립수서청소년센터(00056),강남구,9,113.0,12.555555555555555,6.277777777777778,110974.0,127.089107,37.483863,"3413, 4425, 3426, 333, 361, 401, 402, N37, 461"
105000085,홍파초등학교.정화여중고,홍파초등학교(00016),동대문구,9,89.0,9.88888888888889,4.944444444444445,455738.0,127.0383377075,37.5855971074,"148, 110A고려대, 121, 141, 130, 1222, 2222, 1213, 2115"
105000088,고려대역.고대앞삼거리,고려대역.고대앞삼거리(00015),동대문구,9,94.0,10.444444444444445,5.222222222222222,457856.0,127.036872,37.588548,"148, 110A고려대, 121, 141, 130, 1227, 1222, 2222, 1213"
111000224,덕은교.은평차고지앞,덕은교.은평차고지앞(00079),은평구,9,128.0,14.22222222222222,7.11111111111111,4030.0,126.8856592313,37.5885944751,"7715, 7737, 9711, 7013A, 7013B, 7011, 7019, 7016, N72"
111000326,녹번동대림.JR아파트앞,녹번동대림JR아파트앞(00018),은평구,9,216.0,24.0,12.0,62290.0,126.937210112,37.5992697862,"8773, 7719, 7722, 7720, 6012, 7734"
111000341,래미안909동앞,래미안909동앞(00004),은평구,9,93.0,10.333333333333334,5.166666666666667,330287.0,126.921548,37.641157,"7722, 7734, 708, 704, 8772, 7723, 7211"
122000114,포스코건너편,포스코건너편(00017),강남구,9,125.0,13.88888888888889,6.944444444444445,766082.0,127.0554269279,37.5066831874,"360, 341, N31, 740, 146, 8146, 333, N13, N61"
113000107,성산2교,성산2교(00013),마포구,9,122.0,13.555555555555555,6.777777777777778,253467.0,126.913555,37.56567,"710, 601, 674, 6714, 672, 673, 606, 171, 172"
113000108,성산2교,성산2교(00031),마포구,9,122.0,13.555555555555555,6.777777777777778,202078.0,126.9126441333,37.5656929458,"171, 674, 6714, 172, 672, 601, 673, 710, 606"
122000343,개포중학교,개포중학교(00013),강남구,9,84.0,9.333333333333334,4.666666666666667,106044.0,127.063631,37.480019,"강남10, 2413, 3414, 4432, 8641, 3426, 472, 420"
122000348,태화기독교사회복지관,태화기독교사회복지관(00016),강남구,9,113.0,12.555555555555555,6.277777777777778,186245.0,127.0933527923,37.4845282141,"N37, 361, 461, 401, 402, 3426, 333, 4425, 3413"
122000276,수서삼성아파트앞,수서삼성아파트앞(00017),강남구,9,113.0,12.555555555555555,6.277777777777778,223937.0,127.0909893034,37.4843993977,"N37, 361, 461, 401, 402, 3426, 333, 4425, 3413"
122000675,은곡마을.강남신동아파밀리에,은곡마을.강남신동아파밀리에(00083),강남구,9,299.0,33.22222222222222,16.61111111111111,372075.0,127.102457,37.465026,"강남06-1, 강남06, 6600, 3416, 2412, 741, 4425, 9408, 452"
124000002,강동공영차고지,강동공영차고지(00071),강동구,9,147.0,16.333333333333332,8.166666666666666,5546.0,127.174323,37.564179,"8332, 3321, 강동02, 341, N30, 342, 340, N31"
122000121,농협대치지점,농협대치지점(00024),강남구,9,105.0,11.666666666666666,5.833333333333333,715208.0,127.0611545494,37.4979369667,"2415, 2413, 4312, 143, 4425, 3011, 333, 420, 461"
